#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTDrdu_events.9;Never mind;;;;;;;;;;;;;x
EVTDESCrdu_events.10;How many Light Infantry?;;;;;;;;;;;;;x
EVTOPTArdu_events.10;1000;;;;;;;;;;;;;x
EVTOPTBrdu_events.10;3000;;;;;;;;;;;;;x
EVTOPTCrdu_events.10;5000;;;;;;;;;;;;;x
EVTOPTDrdu_events.10;Never mind;;;;;;;;;;;;;x
EVTDESCrdu_events.11;How many Archers?;;;;;;;;;;;;;x
EVTOPTArdu_events.11;1000;;;;;;;;;;;;;x
EVTOPTBrdu_events.11;3000;;;;;;;;;;;;;x
EVTOPTCrdu_events.11;5000;;;;;;;;;;;;;x
EVTOPTDrdu_events.11;Never mind;;;;;;;;;;;;;x
EVTDESCrdu_events.12;Convert to what government type?;;;;;;;;;;;;;x
EVTOPTArdu_events.12;Feudal/Iqta;;;;;;;;;;;;;x
EVTOPTBrdu_events.12;Merchant Republic;;;;;;;;;;;;;x
EVTOPTCrdu_events.12;Tribal;;;;;;;;;;;;;x
EVTOPTDrdu_events.12;Nomadic;;;;;;;;;;;;;x
EVTOPTBrdu_events.13;Spawn War Elephants;;;;;;;;;;;;;x
EVTOPTCrdu_events.13;Spawn Camel Cavalry;;;;;;;;;;;;;x
EVTDESCrdu_events.14;How many War Elephants?;;;;;;;;;;;;;x
EVTOPTArdu_events.14;25;;;;;;;;;;;;;x
EVTOPTBrdu_events.14;100;;;;;;;;;;;;;x
EVTOPTCrdu_events.14;300;;;;;;;;;;;;;x
EVTDESCrdu_events.15;How many Camel Cavalry?;;;;;;;;;;;;;x
EVTOPTArdu_events.15;1000;;;;;;;;;;;;;x
EVTOPTBrdu_events.15;3000;;;;;;;;;;;;;x
EVTOPTCrdu_events.15;5000;;;;;;;;;;;;;x
EVTDESCrdu_events.16;Mind being replaced by a horse?;;;;;;;;;;;;;x
EVTOPTArdu_events.16;Neigh!;;;;;;;;;;;;;x
EVTOPTBrdu_events.16;I'd rather not.;;;;;;;;;;;;;x
